,Latitude,Longitude,MedInc
7562,33.9,-118.19,2.5719
15291,33.12,-117.29,4.7961
11721,39.23,-120.08,4.8182
4723,34.05,-118.37,2.9883
20350,34.21,-119.03,5.3044
12947,38.64,-121.28,4.8661
9100,34.59,-117.92,2.7396
16828,37.64,-122.48,12.5
871,37.52,-122.07,6.0824
2816,35.41,-119.02,2.0575
15571,32.96,-116.95,4.5
18254,37.39,-122.09,5.5385
10780,33.64,-117.91,3.9306
11506,33.74,-118.11,4.8482
18087,37.3,-122.06,10.7326
11887,33.98,-117.36,2.0436
4098,34.14,-118.36,3.6823
14496,32.85,-117.19,5.102
18457,37.23,-121.8,5.9225
7501,33.92,-118.26,1.9809
8358,33.96,-118.32,3.3214
7944,33.86,-118.13,3.5833
10084,39.35,-120.19,5.0622
20383,34.19,-118.95,4.675
9352,37.96,-122.57,9.1834
13014,38.69,-121.17,5.6902
2288,36.78,-119.75,2.293
1943,38.62,-120.91,4.1843
5721,34.18,-118.23,3.6875
1408,37.94,-122.06,2.5268
16742,37.7,-122.45,4.0125
15231,33.02,-117.18,13.6623
10978,33.77,-117.84,4.3292
9090,34.66,-118.22,4.9
3025,35.14,-119.47,3.9929
4057,34.15,-118.44,4.6375
11170,33.82,-117.98,4.9219
12303,33.83,-116.75,3.3333
891,37.54,-121.94,6.2179
275,37.79,-122.18,7.0875
12079,33.83,-117.52,4.46
3576,34.25,-118.53,3.3892
19668,37.5,-120.83,3.375
16587,37.74,-121.42,1.1957
5516,33.97,-118.39,6.2673
5910,34.29,-118.43,3.2095
3678,34.21,-118.38,3.7708
5681,33.71,-118.29,4.5606
14660,32.81,-117.14,4.4886
20461,34.28,-118.75,6.2059
18493,37.02,-121.59,4.4233
10564,33.72,-117.75,8.7603
11354,33.75,-117.91,3.0635
1399,37.96,-122.08,6.0859
7395,33.95,-118.25,1.9798
20,37.85,-122.27,1.3578
12366,33.79,-116.46,2.1411
8862,34.06,-118.39,8.0095
15544,33.09,-117.1,4.4375
15320,33.21,-117.35,4.25
11352,33.75,-117.92,2.6442
9640,37.07,-120.85,2.5363
10001,39.05,-121.07,3.6087
15393,33.22,-116.9,3.1906
11418,33.7,-117.96,4.725
1851,41.8,-124.3,1.9797
16187,37.96,-121.3,1.7875
4139,34.12,-118.18,2.369
2473,36.43,-119.86,1.7176
13738,34.05,-117.21,3.2131
4592,34.05,-118.27,1.7866
8746,33.8,-118.34,5.0814
13000,38.67,-121.26,4.2273
10536,33.49,-117.71,8.583
1922,38.89,-120.81,2.9444
13727,34.06,-117.19,2.5643
20513,38.67,-121.63,2.625
11331,33.75,-117.94,4.015
20294,34.17,-119.19,4.4567
10419,33.38,-117.63,5.1482
19975,36.12,-118.54,2.1029
18341,37.43,-122.14,12.5902
1474,37.97,-122.04,2.9861
7161,34.03,-118.17,2.4167
2342,36.82,-119.69,1.8021
20445,34.33,-118.83,5.4493
7092,33.92,-118.02,5.5238
12248,33.75,-117.01,1.8015
17016,37.52,-122.28,4.0313
18361,37.36,-122.14,12.1387
6260,34.04,-117.95,4.7679
14384,32.74,-117.24,4.0862
9851,36.6,-121.88,2.5164
4589,34.06,-118.28,1.6184
17178,37.51,-122.47,6.7606
7559,33.9,-118.2,2.7813
20279,34.18,-119.2,4.2212
6934,34.01,-118.09,2.0729
19429,37.67,-121.06,3.4167
14691,32.8,-117.08,3.375
10470,33.51,-117.72,5.132999999999999
12675,38.51,-121.39,2.0062
11386,33.65,-117.98,3.7315
4130,34.13,-118.19,3.925
10788,33.64,-117.91,2.8553
19010,38.35,-122.0,4.2115
3220,36.33,-119.66,4.0909
1217,38.2,-120.9,2.0472
18861,38.13,-122.19,4.9504
10933,33.73,-117.9,3.9659
6827,34.08,-118.11,3.3966
16277,37.94,-121.26,1.7574
6345,34.05,-117.75,1.7206
17907,37.36,-121.96,3.5199
15667,37.8,-122.44,5.0376
2391,36.89,-119.33,2.0
15832,37.75,-122.43,4.7946
1954,38.74,-120.81,2.3314
6321,34.0,-117.98,6.019
6055,33.99,-117.86,6.3875
11634,33.83,-118.02,3.2933
5545,33.97,-118.4,4.6364
1740,37.97,-122.34,2.3382
6053,34.04,-117.76,3.4464
20055,35.85,-119.12,2.4167
12918,38.64,-121.32,3.6523
9055,34.69,-118.13,3.682
457,37.87,-122.25,2.5562
19498,37.65,-121.01,2.1969
15495,33.11,-117.18,5.1814
5962,34.12,-117.84,4.392
13244,34.13,-117.65,5.9328
18334,37.45,-122.16,4.5987
1345,38.0,-121.9,4.1094
7268,33.98,-118.22,2.6548
63,37.81,-122.3,1.1909999999999998
11744,38.74,-121.16,5.1721
12519,38.55,-121.46,1.2235
10383,33.62,-117.64,3.4115
19217,38.47,-122.67,2.4722
17136,37.45,-122.16,7.6129
14767,32.58,-117.1,4.8646
3029,35.13,-119.47,2.9952
8319,33.96,-118.29,1.554
7053,33.93,-118.03,3.875
18828,41.95,-122.64,1.8242
10226,33.87,-117.88,5.6409
7583,33.91,-118.22,2.7426
9526,39.13,-123.16,1.7813
18972,38.23,-122.0,5.2636
16820,37.65,-122.47,4.6452
14272,32.7,-117.12,1.1681
8423,33.93,-118.35,2.11
19371,37.92,-120.84,3.3333
1454,37.96,-121.96,5.2145
11990,33.97,-117.53,3.8906
18793,40.52,-122.66,4.5357
3451,34.32,-118.44,4.1724
15027,32.77,-117.01,3.0179
13995,34.87,-117.0,3.6091
10384,33.62,-117.66,6.1493
1817,37.93,-122.31,5.0399
19258,38.46,-122.73,1.722
11114,33.84,-117.88,3.9286
61,37.82,-122.29,6.1183
10387,33.6,-117.65,5.132999999999999
11086,33.83,-117.89,5.6276
5312,34.05,-118.43,5.2555
3098,35.65,-117.67,2.8
14118,32.73,-117.11,3.8864
18137,37.34,-122.0,5.9158
14131,32.76,-117.08,1.7391
11933,33.93,-117.4,2.2222
9242,36.98,-120.07,2.5388
5164,33.95,-118.29,1.9655
19973,36.19,-118.93,2.6184
15698,37.79,-122.46,14.2959
9685,36.71,-121.63,3.9818
6822,34.08,-118.09,3.1607
633,37.72,-122.17,4.0202
6707,34.14,-118.15,3.875
20008,36.15,-119.06,1.6354
1923,38.83,-120.79,1.7222
14377,32.73,-117.25,6.3331
17702,37.32,-121.83,2.5652
3460,34.31,-118.45,4.0556
15100,32.82,-116.95,3.8024
3132,35.16,-117.99,2.875
11983,34.01,-117.48,4.369
11783,38.78,-121.23,2.0807
14306,32.71,-117.14,1.5594
15031,32.79,-117.02,4.0491
11551,33.75,-117.98,3.3438
16892,37.58,-122.37,4.4
12170,33.74,-117.11,2.1182
17390,34.96,-120.44,2.6531
3147,35.2,-118.66,4.0581
17987,37.29,-121.94,3.75
4714,34.06,-118.37,4.5192
17689,37.28,-121.84,3.925
5001,33.99,-118.28,1.7849
11148,33.85,-117.97,5.1057
6804,34.1,-118.09,2.7436
11275,33.78,-117.97,3.9479
3357,40.42,-120.65,2.1875
3437,34.26,-118.42,3.4519
15363,33.31,-117.22,6.2475
18699,40.58,-122.36,1.9181
4965,34.0,-118.29,1.4639
11540,33.74,-118.0,6.394
12062,33.87,-117.58,5.0464
8575,33.9,-118.42,5.308
18002,37.28,-121.98,5.7812
9958,38.39,-122.33,6.3427
18660,36.98,-121.95,3.1546
4169,34.1,-118.21,5.2723
9072,34.7,-118.14,2.0182
7719,33.93,-118.11,3.8427
407,37.89,-122.27,8.8342
10533,33.51,-117.68,6.2661
17443,34.66,-120.47,4.9237
16902,37.58,-122.35,4.0855
4122,34.14,-118.23,2.3958
1623,37.85,-122.14,7.3267
1595,37.89,-122.09,6.8686
8035,33.84,-118.14,4.575
9451,37.61,-119.64,2.6838
16124,37.78,-122.47,3.7292
6356,34.14,-117.96,3.9464
170,37.79,-122.25,2.6458
4904,34.01,-118.26,1.4653
2882,35.38,-118.99,1.3451
3205,36.35,-119.62,2.6145
14546,32.95,-117.26,6.9794
13831,34.51,-117.23,5.5875
13696,34.13,-117.2,3.4138
20601,39.13,-121.57,1.5694
12586,38.53,-121.5,3.5231
15024,32.76,-117.01,4.0549
5405,34.03,-118.44,4.2434
8805,33.76,-118.34,15.0001
16419,37.9,-121.31,2.9
16352,38.03,-121.36,3.5684
1385,37.99,-122.11,4.3875
8331,33.93,-118.3,1.3962
12635,38.48,-121.47,2.6382
1295,37.99,-121.81,4.8194
683,37.68,-122.14,3.6364
13310,34.09,-117.61,4.6167
17925,37.34,-121.98,4.5368
19718,39.23,-121.83,2.4464
16702,35.0,-120.58,1.4726
896,37.53,-121.96,4.2955
14412,32.78,-117.23,4.6293
14187,32.71,-117.06,3.8194
10493,33.48,-117.69,6.1815
7360,33.96,-118.19,2.0162
679,37.68,-122.15,4.3864
11068,33.84,-117.85,6.6719
1497,37.95,-122.0,6.8145
8687,33.87,-118.32,5.6254
800,37.63,-122.07,2.4808
15868,37.76,-122.41,2.8135
747,37.66,-122.09,3.4722
17414,34.7,-120.48,4.3162
4029,34.18,-118.54,3.0943
5981,34.1,-117.74,3.5072
12247,33.77,-116.94,2.4145
8596,33.89,-118.37,5.6091
2206,36.83,-119.88,4.2132
3056,35.59,-119.35,3.176
11124,33.85,-117.91,2.7014
11862,40.27,-121.25,2.625
590,37.71,-122.09,5.2855
11605,33.8,-118.02,5.875
7508,33.91,-118.27,2.7269
12528,38.56,-121.49,1.9013
9750,36.62,-121.69,6.0332
3689,34.23,-118.36,2.8333
16728,35.5,-120.71,5.2508
1491,37.95,-122.02,5.6642
6569,34.2,-118.15,4.5
15259,33.03,-117.27,3.9826
10579,33.64,-117.69,6.9741
516,37.83,-122.24,8.1194
18251,37.39,-122.1,3.5909
1405,37.96,-122.06,3.9816
13012,38.71,-121.25,4.3009
7089,33.94,-118.0,3.75
5265,34.05,-118.54,8.565
10877,33.72,-117.88,3.9844
962,37.68,-121.91,5.817
3136,34.99,-117.68,4.2292
12267,33.75,-116.91,2.3169
8882,34.04,-118.51,11.7045
8918,34.02,-118.48,2.625
10723,33.64,-117.8,8.8693
10644,33.56,-117.81,10.9601
14621,32.78,-117.17,2.3658
9535,37.42,-120.77,2.3333
13290,34.07,-117.66,2.8702
3286,39.09,-122.53,1.3
7556,33.92,-118.19,3.305
15377,33.37,-117.24,4.5391
10120,33.92,-117.93,4.2443
5841,34.19,-118.32,3.0179
8121,33.79,-118.19,1.7938
5803,34.14,-118.25,1.8235
12176,33.83,-117.29,2.4662
6518,34.07,-118.01,2.2559
18762,40.66,-122.25,3.6413
1503,37.95,-122.05,2.85
1187,39.44,-121.53,2.6071
17591,37.3,-121.9,4.537
4316,34.09,-118.34,2.2
12887,38.66,-121.34,2.119
14238,32.71,-117.09,1.5
19518,37.64,-121.01,1.0217
776,37.64,-122.1,4.6635
16343,38.04,-121.33,4.5179
4685,34.07,-118.35,3.6111
20527,38.54,-121.79,1.4653
4682,34.08,-118.35,3.2645
11491,33.7,-117.99,4.625
3360,40.36,-120.71,3.5536
2991,35.3,-118.99,2.9402
14029,32.75,-117.15,2.6181
7202,34.02,-118.18,2.15
4764,34.04,-118.36,3.5161
17457,34.68,-120.44,6.2685
18681,36.86,-121.82,2.1719
3325,38.96,-122.83,1.8692
13110,38.4,-121.38,4.8831
17293,34.45,-119.61,5.3963
20219,34.28,-119.26,4.8977
14439,32.8,-117.24,2.4671
824,37.63,-122.08,4.0326
15436,33.21,-117.22,3.6375
20417,34.19,-118.86,6.5474
16846,37.62,-122.41,4.25
12259,33.79,-116.95,1.8845
17869,37.44,-121.91,5.0808
1612,37.87,-122.08,2.4896
4955,34.01,-118.31,2.5263
18277,37.35,-122.07,9.8144
18955,38.24,-122.07,3.5464
6133,34.06,-117.99,2.564
6234,34.06,-117.95,4.6312
13222,34.03,-117.71,3.4267
12036,33.92,-117.47,3.6583
8546,33.89,-118.35,3.0833
1451,37.97,-121.97,6.1168
4876,34.03,-118.28,1.2989
1513,37.91,-122.06,4.1612
2675,32.99,-115.41,3.4038
17807,37.39,-121.88,7.105
9163,34.42,-118.47,3.0380000000000003
6608,34.19,-118.14,3.7222
17177,37.51,-122.48,4.7578
8568,33.9,-118.42,5.5347
19655,37.49,-120.86,2.4706
8485,33.93,-118.3,3.7969
17425,34.65,-120.46,2.0819
13243,34.14,-117.65,8.4839
11322,33.76,-117.98,4.32
14811,32.69,-117.18,5.1249
1744,37.96,-122.35,2.0724
20135,34.38,-119.06,3.9464
17567,37.31,-121.91,2.5804
4862,34.03,-118.27,1.7546
7215,34.02,-118.17,2.125
11758,38.75,-121.24,5.4896
7850,33.89,-118.18,2.6742
1822,37.92,-122.29,6.516
811,37.62,-122.04,3.2857
868,37.58,-122.06,5.6758
15949,37.73,-122.43,3.1786
12906,38.61,-121.34,3.9063
7744,33.94,-118.16,3.9352
14943,32.74,-116.98,2.6944
14862,32.65,-117.09,2.6296
20112,37.85,-119.93,4.0833
18206,37.38,-122.06,4.2719
14092,32.76,-117.11,2.2604
7021,33.98,-118.1,3.4083
12525,38.56,-121.48,2.7316
3280,39.08,-122.86,2.0417
18672,36.95,-121.92,3.6597
13160,36.84,-121.4,3.0912
20636,39.49,-121.21,2.5568
16839,37.59,-122.46,5.7653
18565,36.92,-121.74,2.4461
14618,32.8,-117.15,3.7292
20092,38.03,-120.19,3.1076
12268,33.73,-116.86,2.9330000000000003
18529,36.98,-122.03,2.1553
20248,34.25,-119.23,8.0
5414,34.01,-118.45,6.3516
10609,33.68,-117.79,7.2118
15922,37.73,-122.43,3.6694
20000,36.04,-119.4,1.8894
19342,38.61,-122.86,3.4013
14353,32.75,-117.22,2.6121
3524,34.28,-118.52,7.8193
11794,38.83,-121.18,2.9484
5420,34.02,-118.43,8.1631
6724,34.13,-118.12,11.706
5079,33.98,-118.3,2.9432
18658,36.98,-121.94,4.2006
2558,40.77,-124.19,2.442
19753,40.2,-122.21,2.6149
10402,33.6,-117.58,11.0567
16185,37.95,-121.3,2.2024
20136,34.37,-119.06,3.6453
20530,38.57,-121.76,3.1371
10919,33.74,-117.86,2.5
7319,33.97,-118.2,2.3917
17268,34.4,-119.71,4.2283
5294,34.07,-118.44,7.1674
4473,34.08,-118.18,2.3281
10126,33.94,-117.89,4.7216
13484,34.12,-117.37,3.8398
8359,33.97,-118.32,4.3919
18355,37.37,-122.13,11.806
19329,38.46,-122.88,2.5687
10104,33.92,-117.96,3.2158
2016,36.71,-119.81,1.5625
9568,37.35,-120.62,1.4615
19163,38.33,-122.67,3.9518
14590,32.83,-117.17,5.3538
8268,33.74,-118.17,3.7838
11791,38.87,-121.19,6.0
4604,34.06,-118.33,15.0001
6147,34.1,-117.96,3.2957
10935,33.74,-117.9,4.7679
15656,37.79,-122.41,3.2059
9198,37.39,-119.59,3.5446
131,37.84,-122.19,11.6017
20535,38.55,-121.74,1.6435
4643,34.06,-118.3,1.7896
9946,38.33,-122.37,4.825
497,37.85,-122.27,2.7054
17282,34.42,-119.73,5.4127
4826,34.03,-118.31,0.8351
6174,34.08,-117.93,3.9583
10968,33.77,-117.87,8.0784
10301,33.92,-117.8,4.6315
13786,34.04,-117.04,2.5863
20561,38.67,-121.77,2.2794
6324,33.98,-117.99,6.9695
17121,37.48,-122.12,3.8194
17217,34.43,-119.7,2.6875
8830,34.09,-118.37,3.2159
9489,39.23,-123.18,2.125
12140,33.83,-117.17,4.6
11815,38.95,-121.1,2.1287
9671,37.8,-119.07,3.5294
15359,33.24,-117.33,2.9386
7541,33.9,-118.2,2.12
763,37.66,-122.08,2.1382
5924,34.13,-117.76,7.4837
10924,33.73,-117.88,3.75
9976,38.6,-122.47,5.3698
5066,33.99,-118.3,1.1645
6840,34.07,-118.12,2.025
7594,33.9,-118.24,2.8269
9012,34.11,-118.63,5.8735
2769,33.32,-115.98,1.4688
1953,38.74,-120.78,2.1603
16897,37.58,-122.37,4.7404
17866,37.45,-121.92,3.2617
16596,37.58,-121.47,4.6625
8850,34.09,-118.41,15.0001
4120,34.14,-118.19,3.6058
8270,33.77,-118.15,2.7212
20559,38.67,-121.79,4.7222
15133,32.83,-116.93,2.3203
605,37.69,-122.07,3.0964
15,37.85,-122.26,2.125
10621,33.68,-117.83,4.1652
6412,34.12,-118.02,6.5784
5766,34.17,-118.3,5.0056
3049,35.49,-119.38,2.2071
7728,33.92,-118.13,2.4925
3952,34.22,-118.64,8.4438
309,37.77,-122.18,2.0556
15702,37.79,-122.44,6.4209
1149,39.52,-121.56,1.7708
2517,39.78,-122.16,2.325
10098,33.93,-117.95,3.4702
2128,36.8,-119.72,2.1653
702,37.63,-122.02,3.8958
4866,34.04,-118.28,1.4167
3674,34.22,-118.39,5.0818
3842,34.18,-118.44,2.1977
17859,37.46,-121.9,3.8421
1111,39.79,-121.6,2.567
18857,41.2,-122.27,1.5923
8487,33.91,-118.3,2.6182
20593,39.16,-121.58,3.3611
637,37.73,-122.15,2.1898
2406,36.62,-119.31,1.4481
9871,36.61,-121.82,3.8015
6746,34.12,-118.08,4.2434
2228,36.85,-119.77,5.9897
18150,37.34,-122.04,3.16
12120,33.94,-117.28,1.3125
10845,33.68,-117.89,5.0853
5612,33.79,-118.27,2.8462
18725,40.58,-122.32,3.0
5455,34.01,-118.46,4.2813
7879,33.87,-118.11,4.6713
17333,34.91,-120.44,5.299
70,37.81,-122.29,1.7719
7878,33.88,-118.11,4.0911
5768,34.16,-118.3,3.2321
1178,39.49,-121.53,1.5313
8360,33.97,-118.34,5.5
13211,34.04,-117.7,3.5954
18369,37.16,-121.9,5.2366
20444,34.3,-118.9,5.5925
2010,36.72,-119.82,2.6176
16710,35.04,-120.47,2.9375
15695,37.79,-122.45,5.5634
13903,34.2,-116.38,2.0674
19905,36.32,-119.27,4.0806
16095,37.76,-122.5,3.8333
19490,37.66,-120.99,2.9137
13248,34.11,-117.65,3.6219
3759,34.18,-118.38,2.5603
10432,33.43,-117.62,3.3155
6047,34.03,-117.73,3.0375
20596,39.16,-121.57,2.6964
2957,35.34,-119.03,2.7256
18128,37.33,-122.0,5.6932
12801,38.62,-121.46,1.9871
6907,34.04,-118.12,4.5795
11604,33.79,-118.01,5.7837
12111,34.02,-117.34,2.275
7078,33.94,-117.99,3.7045
944,37.53,-122.02,5.7072
11679,33.84,-117.99,5.103
9003,34.0,-118.35,6.939
14126,32.75,-117.08,2.5101
13585,34.12,-117.3,2.6
8062,33.83,-118.2,7.2096
12818,38.61,-121.49,3.4291
10946,33.74,-117.88,3.0083
12335,33.84,-116.51,4.0729
18492,37.02,-121.58,3.2019
8696,33.86,-118.34,5.4791
1152,39.6,-121.54,2.1467
15375,33.37,-117.26,2.2368
4313,34.09,-118.33,1.4375
6274,34.03,-117.95,3.3389
19003,38.33,-121.96,4.976
6787,34.09,-118.15,2.8062
2474,36.43,-119.85,2.8913
6765,34.11,-118.13,4.825
2945,35.35,-118.98,1.7614
16852,37.63,-122.42,3.43
10722,33.63,-117.8,4.1944
8660,33.85,-118.39,4.3594
16764,37.7,-122.49,5.2811
184,37.8,-122.23,2.3929
13684,34.15,-117.24,4.6111
10614,33.67,-117.8,8.283999999999999
18992,38.41,-122.0,4.945
13751,34.05,-117.15,5.0227
18610,37.11,-122.02,5.2417
12077,33.87,-117.64,6.2308
16267,37.96,-121.25,2.4866
16597,35.69,-120.9,3.8158
6018,34.05,-117.8,4.1118
1028,38.45,-120.55,2.5208
15480,33.15,-117.13,3.4833
3925,34.18,-118.56,4.8264
5777,34.16,-118.26,3.5417
5562,33.91,-118.28,2.6546
15176,33.03,-117.08,4.3424
1360,38.05,-121.98,3.3661
5950,34.14,-117.87,2.9375
4905,34.01,-118.26,1.5089
6656,34.15,-118.13,2.6038
2341,36.81,-119.68,5.0253
15604,32.82,-116.75,6.6361
12758,38.61,-121.39,2.4632
10557,33.63,-117.7,5.2325
528,37.77,-122.25,3.4531
2369,36.71,-119.57,2.6458
8287,33.77,-118.15,4.5
10482,33.58,-117.69,7.5177
2631,40.69,-124.27,2.5179
11693,33.86,-117.99,2.9
13601,34.16,-117.25,3.9018
9731,36.81,-121.72,3.2969
16374,38.03,-121.29,2.2672
303,37.77,-122.18,2.0786
4162,34.11,-118.19,2.286
14732,32.81,-117.02,5.4544
4536,34.03,-118.21,2.2083
13148,36.9,-121.29,5.8324
9722,36.89,-121.66,5.5148
20579,38.8,-121.72,1.9559
465,37.86,-122.28,3.8594
19195,38.44,-122.68,3.4545
4209,34.11,-118.25,3.4375
10227,33.87,-117.89,3.0465
20539,38.56,-121.71,4.2198
5123,33.96,-118.31,3.7143
15816,37.76,-122.42,2.0329
13389,34.1,-117.58,3.5186
17219,34.47,-119.7,7.7261
10017,39.24,-121.21,4.3702
17468,34.45,-119.84,6.3654
17726,37.32,-121.8,4.8092
9939,38.22,-122.28,7.5197
13528,34.17,-117.31,3.0078
16401,37.98,-121.23,5.0362
2320,36.81,-119.7,2.7159
10809,33.64,-117.94,2.6221
2019,36.7,-119.79,1.3922
18263,37.37,-122.09,5.2971
567,37.76,-122.24,4.6094
13410,34.08,-117.46,3.6602
14672,32.82,-117.11,2.6607
19084,38.42,-122.55,4.2891
4486,34.05,-118.2,2.4886
1945,38.77,-120.93,5.5111
14962,32.75,-116.91,4.7813
7487,33.92,-118.21,1.9026
17185,37.43,-122.43,4.8405
18053,37.25,-121.99,10.7582
15855,37.73,-122.43,5.0782
2570,40.77,-124.14,2.9143
16878,37.6,-122.39,4.652
17578,37.3,-121.94,4.7275
6263,34.04,-117.96,4.025
9844,36.59,-121.9,4.6182
16682,35.12,-120.57,2.8824
20188,34.27,-119.17,6.0661
9249,36.97,-120.08,3.8257
18304,37.41,-122.12,5.3727
7762,33.91,-118.1,4.2679
3283,39.08,-122.8,1.4676
20481,34.28,-118.7,3.7188
1138,39.69,-121.56,3.13
19983,36.2,-119.34,2.0333
8441,33.91,-118.36,4.3333
14897,32.59,-117.07,1.6007
13695,34.13,-117.22,2.7011
7803,33.9,-118.1,4.4167
7514,33.9,-118.26,2.0096
12492,38.57,-121.48,1.8512
9978,38.53,-122.46,3.6641
158,37.81,-122.23,7.507999999999999
9419,37.88,-122.52,3.8068
20189,34.27,-119.17,4.0905
2060,36.65,-119.74,2.9013
881,37.56,-121.99,4.3393
17722,37.33,-121.79,5.6345
19574,37.62,-120.97,2.9451
4959,34.01,-118.29,1.6505
7050,33.93,-118.05,3.6771
15854,37.73,-122.43,5.0602
11636,33.83,-118.03,4.625
11856,39.8,-120.15,3.0625
6762,34.09,-118.13,2.7816
6615,34.17,-118.1,3.2813
12266,33.75,-116.89,2.0154
4802,34.03,-118.36,1.6452
14981,32.72,-116.99,4.0391
6299,34.01,-117.92,3.375
13873,34.39,-117.31,3.7917
13257,34.11,-117.65,5.3368
6505,34.08,-118.06,3.4202
18568,36.92,-121.75,3.6
19791,40.79,-123.48,1.9107
7749,33.92,-118.15,4.375
2058,36.62,-119.65,1.6607
16762,37.68,-122.49,5.0659
17526,37.33,-121.9,2.5
17207,34.43,-119.72,3.6719
7075,33.93,-117.98,6.2924
11498,33.72,-118.04,4.7821
6339,33.98,-117.89,2.5125
15908,37.74,-122.42,4.0391
5821,34.22,-118.31,7.1262
4716,34.06,-118.38,3.1475
2215,36.84,-119.84,8.7716
6994,33.96,-118.03,4.0536
1482,37.96,-122.04,1.837
16687,35.12,-120.59,2.1702
9514,39.13,-123.21,4.0469
6632,34.17,-118.16,3.5909
8506,33.88,-118.3,3.2574
5444,34.0,-118.43,3.3995
9047,34.71,-118.09,2.4012
16253,37.96,-121.27,2.5625
11979,33.98,-117.48,3.3966
2548,40.79,-124.18,1.4668
642,37.73,-122.14,3.0673
16164,37.77,-122.5,5.0562
10421,33.42,-117.61,4.0313
3469,34.3,-118.47,3.6736
8865,34.06,-118.39,5.3316
14195,32.71,-117.05,3.2986
2398,36.79,-118.91,3.7857
4064,34.16,-118.46,3.8273
4781,34.04,-118.32,2.8654
1858,41.74,-124.16,2.1829
11465,33.66,-118.0,3.2353
6579,34.2,-118.19,7.419
14168,32.76,-117.06,2.3015
12589,38.52,-121.5,2.2574
3355,40.43,-120.57,2.6902
521,37.76,-122.23,4.7188
7859,33.89,-118.13,5.0395
4030,34.18,-118.53,3.1887
18013,37.28,-121.96,4.0174
20064,35.87,-118.96,3.7794
10456,33.49,-117.64,5.6197
12566,38.54,-121.45,1.9485
10204,33.87,-117.93,2.315
19594,37.6,-120.86,4.5625
11257,33.81,-117.98,5.152
11699,33.89,-117.97,2.8649
15239,33.01,-117.25,7.7317
872,37.56,-122.02,4.3594
16745,37.7,-122.45,5.1788
19994,36.19,-119.37,2.4922
11346,33.77,-117.89,4.4732
4231,34.11,-118.3,3.5806
13137,38.47,-121.44,3.3608
306,37.76,-122.19,1.7056
9048,34.7,-118.1,4.9806
16932,37.56,-122.32,2.8571
11788,38.79,-121.24,3.1875
9983,38.67,-122.52,3.4539
5181,33.94,-118.26,1.6887
15279,33.07,-117.3,3.5585
12262,33.78,-116.95,1.7303
1924,38.85,-120.71,3.4688
9159,34.44,-118.45,4.6861
18062,37.26,-121.99,7.9234
9119,34.56,-118.12,3.9936
6208,34.06,-117.9,5.6406
10261,33.88,-117.85,7.3658
5161,33.95,-118.29,2.0917
17374,34.96,-120.43,2.0673
13566,34.16,-117.28,1.9832
12804,38.61,-121.45,1.0685
4301,34.09,-118.29,1.8056
19021,38.34,-121.98,4.0536
5936,34.15,-117.93,4.0393
260,37.78,-122.2,3.5398
14345,32.76,-117.2,2.4
18592,37.13,-122.07,4.9792
1091,39.71,-121.81,2.0288
10043,39.22,-120.94,4.0062
6931,34.01,-118.08,2.7679
4649,34.06,-118.31,1.9949
17009,37.53,-122.29,3.0278
10515,33.53,-117.7,5.9088
7142,34.02,-118.13,2.5852
11629,33.81,-118.08,3.3155
11178,33.83,-117.96,6.1001
15191,33.02,-117.05,6.3517
532,37.78,-122.27,2.6806
2417,36.59,-119.44,1.516
15234,32.97,-117.26,6.4651
4676,34.07,-118.34,5.8632
2921,35.36,-119.02,2.2827
14642,32.79,-117.2,3.2312
2249,36.81,-119.81,5.4513
5479,34.0,-118.45,4.575
19976,36.19,-118.37,3.125
19643,37.54,-120.82,6.1324
16200,37.95,-121.27,1.8261
1718,37.99,-122.34,2.6167
18437,37.25,-121.87,3.7844
2459,36.52,-119.73,2.5921
6793,34.09,-118.14,2.7483
18429,37.26,-121.86,5.5121
20351,34.21,-119.05,3.0119
16948,37.53,-122.34,7.3081
3338,38.81,-122.55,3.8831
13344,34.05,-117.64,3.0057
18728,40.55,-122.37,2.6705
19155,38.37,-122.71,5.6018
12740,38.61,-121.35,2.5511
6621,34.17,-118.12,3.7159
19105,38.27,-122.65,5.1391
14992,32.72,-117.03,3.5938
7470,33.94,-118.21,2.1903
3691,34.22,-118.35,3.025
5767,34.16,-118.29,3.2083
4395,34.08,-118.28,2.6178
6205,34.06,-117.88,5.9254
2903,35.39,-119.02,2.0455
1839,37.92,-122.29,6.0
17273,34.41,-119.7,2.6607
18566,36.92,-121.74,2.6506
14268,32.69,-117.11,2.725
11263,33.79,-117.99,3.9566
6758,34.11,-118.12,5.2131
14968,32.75,-117.01,3.9545
12034,33.94,-117.46,3.5227
9423,37.88,-122.71,4.3125
620,37.73,-122.16,2.8301
1656,37.89,-121.93,7.3445
2628,40.67,-124.14,4.2054
18111,37.3,-122.03,5.8521
18257,37.38,-122.08,3.4042
11661,33.81,-118.02,5.1155
1999,36.74,-119.77,1.5547
8649,33.86,-118.39,5.687
3881,34.22,-118.51,4.8646
11901,33.92,-117.36,8.5326
4215,34.13,-118.27,2.9392
18915,38.15,-122.23,1.756
8883,34.03,-118.5,7.8705
7224,34.02,-118.15,2.3438
1723,37.96,-122.36,1.5347
5747,34.17,-118.27,5.5118
6104,34.12,-117.89,3.9934
18993,38.41,-122.07,3.4741
2407,36.61,-119.43,2.4219
10080,39.35,-120.24,3.4792
3465,34.31,-118.46,4.2708
